timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764430121965,368,Auth / Login,200,OK,TG-Upload (login → upload multipart) 1-1,text,true,,959,308,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/auth/login,368,0,66
1764430124827,1187,Videos / Upload (multipart),201,Created,TG-Upload (login → upload multipart) 1-1,text,true,,522,13255046,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/videos/upload,1187,0,0
1764430128133,293,Auth / Login,200,OK,TG-Upload (login → upload multipart) 1-1,text,true,,959,799,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/auth/login,293,0,0
1764430130022,729,Videos / Upload (multipart),201,Created,TG-Upload (login → upload multipart) 1-1,text,true,,522,13255030,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/videos/upload,729,0,0
1764430132915,303,Auth / Login,200,OK,TG-Upload (login → upload multipart) 1-1,text,true,,959,799,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/auth/login,303,0,0
1764430134300,2960,Videos / Upload (multipart),201,Created,TG-Upload (login → upload multipart) 1-1,text,true,,522,52513063,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/videos/upload,2960,0,0
1764430140235,301,Auth / Login,200,OK,TG-Upload (login → upload multipart) 1-1,text,true,,959,799,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/auth/login,301,0,0
1764430141609,820,Videos / Upload (multipart),201,Created,TG-Upload (login → upload multipart) 1-1,text,true,,522,13255046,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/videos/upload,820,0,0
1764430144978,253,Auth / Login,200,OK,TG-Upload (login → upload multipart) 1-1,text,true,,959,799,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/auth/login,253,0,0
1764430146639,642,Videos / Upload (multipart),201,Created,TG-Upload (login → upload multipart) 1-1,text,true,,522,13255042,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/videos/upload,641,0,0
1764430149760,274,Auth / Login,200,OK,TG-Upload (login → upload multipart) 1-1,text,true,,959,799,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/auth/login,274,0,0
1764430151040,2896,Videos / Upload (multipart),201,Created,TG-Upload (login → upload multipart) 1-1,text,true,,522,52513067,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/videos/upload,2896,0,0
1764430155905,230,Auth / Login,200,OK,TG-Upload (login → upload multipart) 1-1,text,true,,959,799,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/auth/login,230,0,0
1764430157444,656,Videos / Upload (multipart),201,Created,TG-Upload (login → upload multipart) 1-1,text,true,,522,13255050,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/videos/upload,656,0,0
1764430160561,274,Auth / Login,200,OK,TG-Upload (login → upload multipart) 1-1,text,true,,959,799,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/auth/login,274,0,0
1764430163199,790,Videos / Upload (multipart),201,Created,TG-Upload (login → upload multipart) 1-1,text,true,,522,13255026,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/videos/upload,790,0,0
1764430166051,283,Auth / Login,200,OK,TG-Upload (login → upload multipart) 1-1,text,true,,959,799,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/auth/login,283,0,0
1764430168313,2740,Videos / Upload (multipart),201,Created,TG-Upload (login → upload multipart) 1-1,text,true,,522,52513043,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/videos/upload,2740,0,0
1764430172268,262,Auth / Login,200,OK,TG-Upload (login → upload multipart) 1-1,text,true,,963,800,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/auth/login,262,0,0
1764430175275,697,Videos / Upload (multipart),201,Created,TG-Upload (login → upload multipart) 1-1,text,true,,522,13255018,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/videos/upload,697,0,0
1764430177359,272,Auth / Login,200,OK,TG-Upload (login → upload multipart) 1-1,text,true,,963,804,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/auth/login,272,0,0
1764430179855,840,Videos / Upload (multipart),201,Created,TG-Upload (login → upload multipart) 1-1,text,true,,522,13255042,1,1,http://videorank-alb-678975584.us-east-1.elb.amazonaws.com/api/videos/upload,840,0,0
